video_id,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,video_error_or_removed,title_length,title_uppercase,title_emoticons,title_hashtag,title_interpunction,description_length,description_uppercase,description_link,description_emoticons,description_hashtag,description_interpunction,tag_number,TTitle_video,TTitle_thi,TTitle_music,TTitle_show,TTitle_channel,TTitle_wa,TTitle_new,TTitle_can,TTitle_us,TTitle_live,TDesc_offici,TDesc_2018,TDesc_video,TDesc_trailer,TDesc_live,TDesc_london,TDesc_new,TDesc_music,TDesc_ft,TDesc_2,TTags_none,TTags_music,TTags_funny,TTags_comedy,TTags_london,TTags_2018,TTags_video,TTags_interview,TTags_uk,TTags_vlog,lightRed,lightGreen,lightBlue,sobelFilter,TThumbText_offici,TThumbText_trailer,TThumbText_live,TThumbText_vevo,TThumbText_news,TThumbText_mum,TThumbText_jimmi,TThumbText_vocal,TThumbText_coach,TThumbText_beatdown,numOfFaces
0Yp9WS6cJFA,369291,15019,197,1698,False,False,False,44,0.15909090909090906,False,False,1,2601,0.09419454056132259,True,True,True,193,11,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,170.95956018518518,167.87672839506172,147.36844907407408,0.0840214976444662,False,False,False,False,False,False,False,False,False,False,0
0aan7Vtcco0,8938666,55124,7676,8469,False,False,False,95,0.10526315789473684,False,False,7,414,0.12560386473429952,True,True,False,41,32,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,79.88513117283951,79.52667438271605,113.94731481481482,0.13637625138788248,False,False,False,False,False,False,False,False,False,False,4
0enOVnTDmqA,218541,4450,32,169,False,False,False,56,0.1785714285714286,False,False,2,1257,0.08035003977724742,True,True,False,135,25,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,137.06675154320988,72.04157407407408,102.84104166666667,0.1364604311222965,False,False,False,False,False,False,False,False,False,False,1
0fOZ4Nwm5Pg,118828,1061,238,741,False,False,False,96,0.23958333333333337,False,False,8,1148,0.10017421602787457,True,True,True,103,14,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,108.8001774691358,79.39168981481481,66.16270061728395,0.08506469335385512,False,False,False,False,False,False,False,False,False,False,2
0gLsukihjVg,159557,9914,849,3908,False,False,False,41,0.07317073170731703,False,False,6,650,0.12923076923076926,True,True,False,91,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,94.9666512345679,90.3360725308642,87.54940586419752,0.056376294985510694,False,False,False,False,False,False,False,False,False,False,1
0gv90B5DIPo,130918,1636,365,1785,False,False,False,52,0.15384615384615385,False,False,3,1289,0.03335919317300229,True,True,False,222,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,120.61987654320987,117.68452932098765,121.12956018518518,0.09822004372980726,False,False,False,False,False,False,False,False,False,False,2
0gwkMY-mzUQ,786404,37608,770,1831,False,False,False,51,0.1568627450980392,False,False,7,36,0.11111111111111116,False,False,False,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,120.9655787037037,86.98663580246914,51.83385802469136,0.12809021173178334,False,False,False,False,False,False,False,False,False,False,0
0hcp-eMOn4E,96699,9267,44,854,False,False,False,31,0.19354838709677424,False,False,3,939,0.10862619808306706,True,True,False,125,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,103.47600308641975,91.88028549382716,91.4482175925926,0.08620119031642343,False,False,False,False,False,False,False,False,False,False,2
0lXX3dJUAGY,353435,13961,514,1200,False,False,False,35,0.1428571428571429,False,False,1,1924,0.06548856548856552,True,True,False,215,35,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,78.2086574074074,94.14243055555555,121.98283179012346,0.1250827781350249,False,False,False,False,False,False,False,False,False,False,0
0ldBURP-cWo,242354,6173,79,445,False,False,False,64,0.0625,False,False,3,334,0.0359281437125748,True,True,False,28,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,81.64012345679012,86.37111882716049,103.83483024691358,0.09592512551193885,False,False,False,False,False,False,False,False,False,False,2
0nybdPCuvRI,798144,3356,287,1299,False,False,False,52,0.13461538461538458,False,False,3,942,0.13481953290870485,True,True,False,126,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,179.50885802469136,161.4046836419753,155.66972993827162,0.06055050200503792,False,False,False,False,False,False,False,False,False,False,1
0oXu0XfXYYE,1020294,59974,3081,472,False,False,False,34,0.1470588235294118,False,False,3,2981,0.11003019121100299,True,True,False,429,21,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,216.26831790123458,164.10167438271606,123.28054783950617,0.1521294366959674,False,False,False,False,False,False,False,False,False,False,1
0uJUW24505E,4838733,88297,1748,5540,False,False,False,72,0.5416666666666667,False,False,7,435,0.06896551724137934,True,True,False,61,10,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,54.82966049382716,54.82966049382716,54.82966049382716,0.022246150052955483,False,False,False,False,False,False,False,False,False,False,0
11K013qpRR4,3128325,38937,1198,6580,False,False,False,31,0.22580645161290325,False,False,2,24,0.29166666666666663,False,False,False,0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,158.9905709876543,89.63865740740741,44.135748456790125,0.2022663256819371,False,False,False,False,False,False,False,False,False,False,0
12B8DNBoYRA,105743,2044,122,948,False,False,False,42,0.16666666666666663,False,False,5,42,0.16666666666666663,False,False,False,5,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,230.86538580246915,230.83966049382715,230.88478395061728,0.012732851126136044,False,False,False,False,False,False,False,False,False,False,0
13434sOl4Zo,77145,230,4,26,False,False,False,28,0.0357142857142857,False,False,2,0,0.0,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,108.56500771604938,105.49324845679013,101.39578703703704,0.03925772650892809,False,False,False,False,False,False,False,False,False,False,0
137EH-5jNLI,1346522,22986,384,861,False,False,False,32,0.125,False,False,2,154,0.11038961038961037,True,True,False,17,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,1.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,0
14G7Qw5DC9M,772049,7135,659,508,False,False,False,47,0.7659574468085106,False,False,0,1142,0.04028021015761818,True,True,False,293,36,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,137.36787808641975,144.54993827160493,146.40381172839506,0.2502317376313474,False,False,False,False,False,False,False,False,False,False,0
14G7U6pTcFk,102608,583,46,98,False,False,False,25,0.16000000000000003,False,False,2,34,0.23529411764705888,False,False,False,3,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30.07156635802469,23.286257716049384,26.587006172839505,0.028627558536807873,False,False,False,False,False,False,False,False,False,False,0
15aTCG3as6Q,971601,45286,785,3568,False,False,False,74,0.4054054054054054,False,False,6,1933,0.05483704086911534,True,True,False,347,21,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,125.66265432098766,105.99850308641976,111.79213734567901,0.11811615932150307,False,False,False,False,False,False,False,False,False,False,2
