video_id,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,video_error_or_removed,title_length,title_uppercase,title_emoticons,title_hashtag,title_interpunction,description_length,description_uppercase,description_link,description_emoticons,description_hashtag,description_interpunction,tag_number,TTitle_video,TTitle_thi,TTitle_music,TTitle_show,TTitle_channel,TTitle_wa,TTitle_new,TTitle_can,TTitle_us,TTitle_live,TDesc_offici,TDesc_2018,TDesc_video,TDesc_trailer,TDesc_live,TDesc_london,TDesc_new,TDesc_music,TDesc_ft,TDesc_2,TTags_none,TTags_music,TTags_funny,TTags_comedy,TTags_london,TTags_2018,TTags_video,TTags_interview,TTags_uk,TTags_vlog,lightRed,lightGreen,lightBlue,sobelFilter,TThumbText_offici,TThumbText_trailer,TThumbText_live,TThumbText_vevo,TThumbText_news,TThumbText_mum,TThumbText_jimmi,TThumbText_vocal,TThumbText_coach,TThumbText_beatdown,numOfFaces
Tp_hNsBjXQA,770135,13783,435,1159,False,False,False,36,0.2222222222222222,False,False,5,56,0.0357142857142857,False,False,False,7,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,112.95988425925925,134.88774691358026,170.71358024691358,0.15843569705994295,False,False,False,False,False,False,False,False,False,False,0
TvLGiAbgRc4,126393,1473,1151,564,False,False,False,97,0.134020618556701,False,False,7,773,0.08150064683053038,True,True,False,62,33,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,135.42890432098764,142.20034722222223,185.77532407407406,0.15995392506571948,False,False,False,False,False,False,False,False,False,False,1
TwUaijHsNF0,164162,6522,265,257,False,False,False,41,0.0,False,False,1,2630,0.07642585551330794,True,True,False,315,22,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,158.5109413580247,121.96206018518518,125.25546296296297,0.09115212164159746,False,False,False,False,False,False,False,False,False,False,3
TxY10VhmLR4,773025,31400,1560,31166,False,False,False,56,0.7678571428571428,False,False,4,1649,0.1516070345664039,True,True,False,237,23,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,190.06550154320988,169.81381172839505,157.51524691358026,0.11826268904160385,False,False,False,False,False,False,False,False,False,False,1
TyHvyGVs42U,143408235,2686169,137938,144217,False,False,False,41,0.1707317073170732,False,False,4,303,0.09900990099009899,True,True,False,41,11,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,101.58550154320987,82.40631944444445,68.03085648148148,0.09249569480535938,False,False,False,False,False,False,False,False,False,False,3
U0yo2XqufgU,624406,13408,210,530,False,False,False,38,0.1578947368421053,False,False,3,244,0.05327868852459017,True,True,False,30,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,158.93625771604937,152.9799614197531,153.4951234567901,0.028965593686489495,False,False,False,False,False,False,False,False,False,False,1
U1MzkfRLveA,1226994,13073,643,1581,False,False,False,72,0.1527777777777778,False,False,8,1240,0.12177419354838714,True,True,False,164,42,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,1.0,1.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,0
U31cQJLi-mQ,111686,6155,149,1660,False,False,False,34,0.1470588235294118,False,False,1,1531,0.18876551273677333,True,True,True,150,15,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,112.66023919753087,101.6000462962963,82.82270833333334,0.0935997840409482,False,False,False,False,False,False,False,False,False,False,1
U33sa3PAMtI,89980,1555,40,37,False,False,False,57,0.1228070175438597,False,False,2,392,0.06377551020408168,False,False,False,35,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,63.786751543209874,36.729876543209876,78.81238425925926,0.07878362454344377,False,False,False,False,False,False,False,False,False,False,0
U4COOi4942A,49439,1822,140,752,False,False,False,32,0.125,False,False,3,15,0.19999999999999996,False,False,False,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,115.35604938271605,106.51235339506172,95.45175154320988,0.07428888066472736,False,False,False,False,False,False,False,False,False,False,2
U4fErC9skHE,49603959,566035,25682,21392,False,False,False,58,0.18965517241379315,False,False,5,362,0.19060773480662985,True,True,False,45,34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,73.24839506172839,101.83990740740741,107.65768518518519,0.12062709985052784,False,False,False,False,False,False,False,False,False,False,1
U9BwWKXjVaI,106147032,1275948,52924,65066,False,False,False,21,0.19047619047619047,False,False,1,84,0.11904761904761907,False,False,False,5,8,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,54.83908179012346,65.18319444444444,80.87649691358024,0.0625682091420917,False,False,False,False,False,False,False,False,False,False,0
UAdJvXMIlXc,348863,7082,245,589,False,False,False,48,0.0625,False,False,4,178,0.028089887640449396,True,True,False,17,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.844058641975309,137.60961419753087,208.3181712962963,0.30807098455678766,False,False,False,False,False,False,False,False,False,False,0
UBh2ydkoDU4,35759,885,12,133,False,False,False,54,0.18518518518518523,False,False,2,430,0.032558139534883734,True,True,False,52,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,71.62351080246914,70.09133487654321,71.87296296296296,0.08444452586596045,False,False,False,False,False,False,False,False,False,False,2
UCCcvxvwNVo,23651,164,13,0,True,False,False,89,0.1573033707865169,False,False,5,855,0.04678362573099415,True,True,False,95,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,119.73556327160493,91.63014660493828,103.40538580246914,0.08341624277629459,False,False,False,False,False,False,False,False,False,False,2
UCKC-QVcVn0,324151,18151,100,1004,False,False,False,36,0.11111111111111116,False,False,0,360,0.011111111111111072,False,False,False,26,7,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28.827229938271604,24.76074074074074,11.797075617283951,0.05656067099773131,False,False,False,False,False,False,False,False,False,False,0
UDIkXCDdLTo,128015,1175,44,409,False,False,False,87,0.12643678160919536,False,False,6,901,0.14650388457269703,True,True,False,125,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,91.49165895061728,86.7644675925926,99.96771604938272,0.08592074861638509,False,False,False,False,False,False,False,False,False,False,1
UDwDF6xgv7Q,301161,8050,443,756,False,False,False,46,0.13043478260869568,False,False,2,7,0.1428571428571429,False,False,False,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,149.11282407407407,89.44229938271604,33.31510030864197,0.19613740383736097,False,False,False,False,False,False,False,False,False,False,1
UEhsFEgsI5U,2255796,33642,2534,7170,False,False,False,83,0.1325301204819277,True,False,7,722,0.08033240997229918,True,True,False,92,25,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,46.089876543209876,40.013271604938275,29.0404475308642,0.0517488162589771,False,False,False,False,False,False,False,False,False,False,1
UHh6kJ-HWYw,1075976,41550,898,2988,False,False,False,72,0.19444444444444442,False,False,5,1188,0.1077441077441077,True,True,False,150,34,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,176.34050925925925,167.7007561728395,173.11922067901236,0.03290655800351147,False,False,False,False,False,False,False,False,False,False,1
UImlvzT2hHQ,71647,3311,46,282,False,False,False,52,0.6923076923076923,False,False,1,3192,0.1535087719298246,True,True,True,542,19,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,192.84497685185184,188.23389660493828,193.21743827160495,0.07467706688962099,False,False,False,False,False,False,False,False,False,False,1
UKka73nn1dk,432576,12212,318,642,False,False,False,50,0.16000000000000003,False,False,8,983,0.09155645981688709,True,True,True,169,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,107.69804783950617,91.81854938271604,91.86766203703704,0.07289371808252568,False,False,False,False,False,False,False,False,False,False,2
UKserM-i0_A,7676068,230427,3383,22924,False,False,False,39,0.17948717948717952,False,False,6,2767,0.046259486808818195,True,True,False,230,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,172.31035493827162,180.96800154320988,173.09417438271606,0.04536074256870891,False,False,False,False,False,False,False,False,False,False,1
UM_3NQtO9BE,184112,14018,87,788,False,False,False,50,0.14,False,False,4,1205,0.10373443983402486,True,True,False,135,35,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,1.0,1.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,0
UNhI8F-C89o,52199,608,30,63,False,False,False,23,0.08695652173913049,False,False,2,137,0.03649635036496346,False,False,False,15,24,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,103.05274691358025,97.91979938271605,85.68074074074075,0.052733851670138915,False,False,False,False,False,False,False,False,False,False,0
UNtOI5RzCek,194293,4618,61,709,False,False,False,30,0.3666666666666667,False,False,4,9,0.8888888888888888,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0,1.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,0
UQHSK-kgONk,381675,6307,101,406,False,False,False,74,0.1351351351351351,False,False,6,638,0.06739811912225702,True,True,True,89,8,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,99.65722222222222,24.674251543209877,126.10393518518518,0.16933479523941378,False,False,False,False,False,False,False,False,False,False,1
URfbzdgxFmE,467829,24438,329,5449,False,False,False,60,0.09999999999999998,False,True,5,934,0.07173447537473232,True,True,False,179,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,70.7237037037037,58.074567901234566,34.79140432098765,0.10869769422528365,False,False,False,False,False,False,False,False,False,False,0
USc52ljSmuI,96091,2138,197,209,False,False,False,39,0.5128205128205128,False,False,3,2245,0.13585746102449892,True,True,False,559,15,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,179.02454475308642,159.00490740740742,146.6797222222222,0.11874585489008842,False,False,False,False,False,False,False,False,False,False,1
USigj639wTU,38293,3501,17,467,False,False,False,43,0.2093023255813954,False,False,5,1452,0.08884297520661155,True,True,False,184,7,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,89.00040895061728,69.41353395061728,76.5907175925926,0.06740930103777472,False,False,False,False,False,False,False,False,False,False,3
UTNnhZqTY5c,18728,173,27,171,False,False,False,77,0.16883116883116878,False,False,2,1460,0.1589041095890411,True,True,False,195,29,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,145.59543209876543,133.14814043209876,121.16850308641975,0.08431934587838454,False,False,False,False,False,False,False,False,False,False,2
UU7OcFBjNgc,265088,13527,2157,5726,False,False,False,65,0.32307692307692304,False,False,4,510,0.07058823529411762,True,True,False,47,5,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,98.99165895061728,93.34947530864197,91.9579475308642,0.09013621891757652,False,False,False,False,False,False,False,False,False,False,2
UUkn-enk2RU,20667905,453483,9531,32726,False,False,False,55,0.1454545454545455,False,False,5,454,0.06387665198237891,True,True,False,74,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,67.2353549382716,62.60837962962963,60.05442901234568,0.06968166508922832,False,False,False,False,False,False,False,False,False,False,0
UVaeRX9LybU,1256322,62062,2032,12130,False,False,False,77,0.38961038961038963,False,False,5,1008,0.0803571428571429,True,True,True,207,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,158.23679012345679,129.80077932098766,128.3054938271605,0.06229821412056141,False,False,False,False,False,False,False,False,False,False,1
UWl2fVxb-Mc,1219133,12246,347,4346,False,False,False,41,0.1707317073170732,False,False,3,858,0.09557109557109555,True,True,False,112,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,73.61792438271605,61.07435956790123,54.69657407407407,0.05865712963132612,False,False,False,False,False,False,False,False,False,False,2
UXm1xHECZu0,514125,31056,173,2511,False,False,False,47,0.14893617021276595,False,False,1,2725,0.1045871559633027,True,True,True,174,11,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,183.79574074074074,184.34057098765433,182.5461651234568,0.06041850261402168,False,False,False,False,False,False,False,False,False,False,0
UYDAgS2Mr6M,403559,5577,303,2521,False,False,False,14,0.1428571428571429,False,False,1,82,0.07317073170731703,False,False,False,9,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,92.96860339506173,77.708125,98.40408950617284,0.06801956718439747,False,False,False,False,False,False,False,False,False,False,1
UaAHl_m_ybk,10257399,320856,3949,34095,False,False,False,43,0.16279069767441856,False,False,4,2078,0.07218479307025982,True,True,False,168,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,89.97266975308642,97.81853395061728,88.39557098765432,0.11753813255696673,False,False,False,True,False,False,False,False,False,False,0
Ub3ot5DC_iE,116872,1392,3390,826,False,False,False,41,0.19512195121951215,False,False,2,411,0.097323600973236,True,True,False,79,31,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,125.41002314814814,105.41070987654321,107.72145833333333,0.07198457079728608,False,False,False,False,False,False,False,False,False,False,3
UbmGPOHJYpA,2537214,34858,5771,7543,False,False,False,76,0.17105263157894735,False,False,6,2071,0.1390632544664413,True,True,False,205,33,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,82.5808950617284,69.56110339506174,84.5684336419753,0.08630686703996664,False,False,False,False,False,False,False,False,False,False,1
UceaB4D0jpo,71173287,1642648,52596,108846,False,False,False,36,0.08333333333333337,False,False,4,578,0.07785467128027679,True,True,False,75,12,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,132.87273919753088,132.34962962962962,144.5035725308642,0.07432235162875779,False,False,False,False,False,False,False,False,False,False,2
UdRZLPG_xUM,40634,6603,17,598,False,False,False,72,0.11111111111111116,False,False,6,342,0.040935672514619936,True,True,False,41,11,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,207.80283950617283,195.4110725308642,192.4913811728395,0.08013686843903901,False,False,False,False,False,False,False,False,False,False,1
UedDBjWIMgU,343592,4346,294,1191,False,False,False,57,0.1578947368421053,False,False,5,183,0.060109289617486295,True,True,False,39,10,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,123.09595679012345,89.83282407407407,21.22283950617284,0.18199125956186638,False,False,False,False,False,False,False,False,False,False,1
UfR5dKcKJvY,6102245,211702,21506,12566,False,False,False,54,0.12962962962962965,False,False,3,1355,0.10774907749077489,True,True,False,274,25,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,111.9045061728395,91.35119598765432,80.64372685185185,0.07234299996871481,False,False,False,False,False,False,False,False,False,False,2
UgolB_YLQGs,196052,5088,195,306,False,False,False,58,0.12068965517241381,False,False,5,560,0.05892857142857144,True,True,False,54,21,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,174.0412037037037,152.21554783950617,138.33231481481482,0.07793158572931197,False,False,False,False,False,False,False,False,False,False,2
UhSJp34wOeo,21665,1920,302,550,False,False,False,42,0.11904761904761907,False,False,6,378,0.14021164021164023,True,True,False,38,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,49.67865740740741,29.086064814814815,27.603364197530865,0.07644447465773196,False,False,False,False,False,False,False,False,False,False,4
UhZ56rcWwRQ,2458345,25034,5586,5802,False,False,False,37,0.18918918918918914,False,False,0,1781,0.059517125210555855,True,True,False,165,23,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,87.28796296296296,107.4881712962963,98.92260030864198,0.10089220300994502,True,False,False,False,False,False,False,False,False,False,3
Uk44LId1RIc,893992,58047,264,2993,False,False,False,59,0.47457627118644063,False,False,5,191,0.23036649214659688,True,True,False,44,12,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,190.85787037037036,147.25101080246912,159.36623456790124,0.1388990841084609,False,False,False,False,False,False,False,False,False,False,3
UkXBG_DL1ec,103234,403,22,115,False,False,False,54,0.31481481481481477,False,False,7,1439,0.09798471160528144,True,True,False,176,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,74.85212962962963,63.82314814814815,61.96617283950617,0.09658670151792,False,False,False,False,False,False,False,False,False,False,4
UmHVoBKLw68,7044,80,0,10,False,False,False,17,0.17647058823529416,False,False,0,1055,0.05876777251184839,True,True,False,133,35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,75.14635030864197,78.13246141975308,78.90332561728395,0.034360935292929634,False,False,False,False,False,False,False,False,False,False,0
Un8b0JDw0Bc,2665975,26126,599,3377,False,False,False,59,0.2033898305084746,False,False,5,343,0.03790087463556846,True,True,False,58,23,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,136.94150462962963,94.37925925925926,72.91002314814814,0.12900409791151746,False,False,False,False,False,False,False,False,False,False,1
Up09AUDzLVI,286704,10933,231,2386,False,False,False,29,0.1724137931034483,False,False,0,860,0.06860465116279069,True,True,False,141,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,134.3508487654321,89.52135802469135,62.136496913580245,0.15951530348192697,False,False,False,False,False,False,False,False,False,False,1
UpvVb5pUEFQ,412258,26246,674,2058,False,False,False,28,0.25,False,False,3,1088,0.23897058823529416,False,True,False,96,52,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,73.26673611111111,66.97509259259259,95.82280864197531,0.10852673127669651,True,False,False,False,False,False,False,False,False,False,0
UqItlHUSN-4,4858143,132541,4150,12388,False,False,False,44,0.38636363636363635,False,False,4,2836,0.3293370944992948,True,True,True,427,35,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,124.76501543209876,125.45361111111112,112.11092592592593,0.06828540214286424,False,False,False,False,False,False,False,False,False,False,4
UsXI9cvTb7E,2678985,206913,7991,23817,False,False,False,17,0.8235294117647058,False,False,0,974,0.10061601642710472,True,True,False,209,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,1.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,0
