video_id,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,video_error_or_removed,title_length,title_uppercase,title_emoticons,title_hashtag,title_interpunction,description_length,description_uppercase,description_link,description_emoticons,description_hashtag,description_interpunction,tag_number,TTitle_offici,TTitle_video,TTitle_2018,TTitle_trailer,TTitle_vs,TTitle_2017,TTitle_new,TTitle_live,TTitle_make,TTitle_ft,TDesc_video,TDesc_follow,TDesc_thi,TDesc_subscrib,TDesc_twitter,TDesc_facebook,TDesc_instagram,TDesc_watch,TDesc_get,TDesc_like,TTags_funny,TTags_comedy,TTags_humor,TTags_music,TTags_[none],TTags_interview,TTags_comedian,TTags_celebrity,TTags_television,TTags_news
3XklsSF53pc,931841,23398,617,1902,False,False,False,48,0.14583333333333337,False,False,2,810,0.09259259259259256,True,True,False,112,40,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False
3YVzBkKAbAs,287733,23760,302,3700,False,False,False,32,0.15625,False,False,3,513,0.04678362573099415,True,True,False,57,11,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3Z6kYVQC83E,139989,9122,120,772,False,False,False,26,0.15384615384615385,False,False,4,289,0.01384083044982698,True,True,False,32,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3Zew8pLSlwQ,443354,4052,332,345,False,False,False,43,0.09302325581395354,False,False,3,507,0.10059171597633132,True,True,False,52,36,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3_keXD1yV3E,65277,1967,61,152,False,False,False,53,0.6226415094339622,False,False,3,3600,0.12388888888888894,True,True,False,941,12,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
3b24Q8Bz7b4,1380632,29464,479,5715,False,False,False,49,0.1428571428571429,False,False,3,1251,0.047162270183852883,True,True,False,130,20,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3baKe4B3eyI,345269,2707,65,374,False,False,False,26,0.23076923076923073,False,False,2,466,0.1051502145922747,True,True,False,58,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
3bzlb22qTvE,451464,14193,376,1468,False,False,False,73,0.136986301369863,False,False,3,1425,0.04280701754385963,True,True,False,152,34,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3eQP6JoxtKk,7862567,146603,13924,32632,False,False,False,55,0.21818181818181814,False,False,8,951,0.19558359621451105,True,True,False,138,26,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3eY394uqk9Q,935511,42743,1766,4025,False,False,False,25,0.12,False,False,1,834,0.12709832134292565,True,True,False,113,36,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
3ekEfYNQJ1s,66068,404,47,81,False,False,False,44,0.18181818181818177,False,False,7,1958,0.06435137895812049,True,True,False,188,10,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3fArI2PZBUo,55318,1533,16,80,False,False,False,14,0.1428571428571429,False,False,0,96,0.0625,False,False,False,5,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
3frnBoqqI_Q,1424952,39847,1530,4261,False,False,False,25,0.36,False,False,2,1397,0.06871868289191119,True,True,False,235,12,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
3g246c6Bv58,713748,32489,429,2401,False,False,False,30,0.23333333333333328,False,False,2,2331,0.08966108966108965,True,True,True,345,35,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3g5O-kT9m8k,1649128,63594,1771,2922,False,False,False,28,0.1071428571428571,False,False,2,615,0.1382113821138211,True,True,True,85,14,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3gTyF-wLa-E,264956,10200,142,820,False,False,False,90,0.1333333333333333,False,False,8,784,0.09056122448979587,True,True,False,76,23,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3gx7O2H_Kmg,66367,3370,39,240,False,False,False,31,0.6774193548387097,False,False,2,247,0.06882591093117407,False,False,False,23,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3hn14sIQc6E,400997,1503,395,1063,False,False,False,53,0.09433962264150941,False,False,6,1030,0.04077669902912617,True,True,False,115,3,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3iUfzN4RAB8,3713832,49006,7354,9147,False,False,False,47,0.12765957446808507,False,False,4,1231,0.07636068237205529,True,True,False,167,30,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
3j4ay18xokg,626833,5059,4137,0,True,False,False,91,0.09890109890109888,False,False,6,1620,0.043209876543209846,True,True,False,166,10,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3j5eGupDWY4,592859,25057,235,1646,False,False,False,87,0.08045977011494254,False,False,9,724,0.06491712707182318,True,True,False,80,3,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
3jcolXvi8IA,27207,786,42,131,False,False,False,55,0.7272727272727273,False,False,6,1290,0.27364341085271315,True,True,True,186,42,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3jtjkXSvuJw,93494,6975,28,688,False,False,False,37,0.16216216216216217,False,False,1,365,0.0767123287671233,True,True,True,44,12,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
3k6RD9zVvpE,3203154,197222,1453,11330,False,False,False,30,0.1333333333333333,False,False,3,1189,0.11606391925988224,True,True,False,255,25,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False
3kerBt7kuBU,98780,7932,325,3117,False,False,False,92,0.7282608695652174,False,False,6,1836,0.10457516339869277,True,True,True,177,3,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
3lgcBZdMZxM,622855,14227,2312,4035,False,False,False,71,0.352112676056338,False,False,3,740,0.10675675675675678,True,True,False,97,12,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3mB2fIt7vzw,8493,309,17,203,False,False,False,77,0.18181818181818177,False,False,7,89,0.022471910112359605,False,False,False,10,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3mRjN1Focog,130546,4736,64,553,False,False,False,28,0.1428571428571429,False,False,1,1003,0.06281156530408771,True,True,False,99,21,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3mUtNE82ZV4,5443,46,26,27,False,False,False,45,0.19999999999999996,False,False,4,110,0.009090909090909038,False,False,False,9,44,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3nwwX-DEH1M,2019746,16023,2287,4852,False,False,False,36,0.16666666666666663,False,False,3,913,0.08543263964950709,True,True,False,119,7,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3oHhw_9bQk0,12507,227,5,26,False,False,False,30,0.1333333333333333,False,False,0,560,0.03392857142857142,True,True,False,59,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3oXhLdeuxDw,1112617,11645,362,1943,False,False,False,69,0.13043478260869568,False,False,5,109,0.02752293577981646,False,False,False,10,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3pCCjHDPq6U,446482,13124,400,3029,False,False,False,47,0.19148936170212771,False,False,2,3086,0.07550226830848994,True,True,False,516,26,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
3pTpz76vZfc,122710,5977,258,594,False,False,False,27,0.4814814814814815,False,False,3,1187,0.03201347935973042,True,True,False,116,34,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
3rApMBPh15M,708372,58841,1459,5509,False,False,False,23,0.08695652173913049,False,False,0,26,0.0,True,True,False,5,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3rIjcRK_BNU,954743,18884,273,1103,False,False,False,26,0.15384615384615385,False,False,1,285,0.03508771929824561,True,True,False,28,7,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3rhw4KgcvFM,1426,14,0,0,False,False,False,71,0.12676056338028174,False,False,10,2177,0.07349563619660082,True,True,False,250,36,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3shrder58iU,2898292,48651,3599,4729,False,False,False,25,0.12,False,False,5,1259,0.11278792692613182,True,True,False,176,26,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3tUCuMSPQwE,7214750,122778,2300,7047,False,False,False,39,0.2564102564102564,False,False,0,217,0.06451612903225812,True,True,True,23,15,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False
3tUSDKhcxcc,26225,728,28,121,False,False,False,59,0.15254237288135597,False,False,5,3058,0.10300850228907787,True,True,False,436,38,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False
3tYpfAPVEs0,931064,7914,1152,5215,False,False,False,73,0.1643835616438356,False,False,6,815,0.1558282208588957,True,True,False,116,26,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
3tjHS7JRB4c,2066897,31111,910,6296,False,False,False,23,0.3913043478260869,False,False,2,1537,0.13402732595966171,True,True,True,219,24,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
3uGIEY7tdg8,2199149,15097,1393,1912,False,False,False,42,0.11904761904761907,False,False,5,1312,0.07317073170731703,True,True,False,131,35,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3x0usYgljOk,12494,252,3,91,False,False,False,73,0.17808219178082196,False,False,11,255,0.15294117647058825,True,True,False,34,8,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3y75zBl37f8,1170696,34500,5272,5999,False,False,False,69,0.13043478260869568,False,False,5,981,0.042813455657492394,True,True,False,114,32,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3yt4JsB9psg,162868,1966,933,1055,False,False,False,78,0.20512820512820518,False,False,7,1045,0.09569377990430628,True,True,False,126,31,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3yy-dKTmyOo,7628116,85230,2612,13141,False,False,False,51,0.2549019607843137,False,False,4,708,0.11723163841807904,True,True,False,106,9,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
4-flcAEK0QI,330553,2261,124,119,False,False,False,48,0.125,False,False,4,740,0.11621621621621625,True,True,False,101,25,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False
40JxGkIspck,60568,2013,19,309,False,False,False,71,0.11267605633802813,False,False,4,940,0.050000000000000044,True,True,False,93,23,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
40zKzYxwaF0,223433,12960,298,1120,False,False,False,42,0.5952380952380952,False,False,2,1222,0.14484451718494273,True,True,False,165,7,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False
41PTANtZFW0,3245471,262291,8376,24202,False,False,False,19,0.1578947368421053,False,False,1,3313,0.05191669182010261,True,True,False,409,30,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
41QT769qVY0,47402,312,64,223,False,False,False,42,0.09523809523809523,False,False,4,560,0.051785714285714324,True,True,False,69,33,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
41d9Bd7m8js,1584221,15815,704,861,False,False,False,80,0.23750000000000004,False,False,2,697,0.10903873744619796,True,True,False,87,1,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
41kp6qN1Crg,146487,2270,25,65,False,False,False,27,0.2222222222222222,False,False,3,214,0.06542056074766356,True,True,False,17,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
425M4M3Opkk,7714606,147739,5874,18531,False,False,False,41,0.12195121951219512,False,False,2,1106,0.07685352622061481,True,True,False,125,22,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
42FRgdjveGU,2029938,33784,1958,2203,False,False,False,27,0.14814814814814814,False,False,1,2796,0.06115879828326176,True,True,False,263,29,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False
42ZE4DCJkEo,1908298,55993,1349,8864,False,False,False,39,0.07692307692307687,False,False,4,589,0.1307300509337861,True,True,False,95,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
43hsIO_Jxtg,945936,14025,154,991,False,False,False,53,0.15094339622641506,False,False,5,200,0.05500000000000005,False,False,False,12,41,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
44NYFvhXmW8,1905487,65854,2442,4490,False,False,False,61,0.16393442622950816,False,False,6,909,0.07810781078107809,True,True,True,78,28,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44W9qstI8H8,568142,22210,601,1322,False,False,False,79,0.15189873417721522,False,False,5,515,0.06601941747572815,False,False,True,30,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
45dj8U3xSFU,1147297,14471,367,2649,False,False,False,76,0.11842105263157898,False,False,4,355,0.036619718309859106,True,True,False,58,24,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
45tSUnisIos,174504,11738,78,1093,False,False,False,26,0.1923076923076923,False,False,2,906,0.05960264900662249,True,True,True,103,18,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46KwY26PeOs,1346784,48342,1208,2936,False,False,False,37,0.10810810810810811,False,False,5,715,0.11328671328671325,True,True,False,65,30,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
46TOhKEwtsE,575476,15218,426,1206,False,False,False,81,0.16049382716049387,False,False,4,1673,0.06276150627615062,True,True,False,148,40,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False
48-pr5-G6Pw,298642,10167,244,562,False,False,False,40,0.275,False,False,3,1169,0.11804961505560307,True,True,False,120,4,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48GpQJX3kYY,202920,3024,81,526,False,False,False,51,0.27450980392156865,False,False,3,434,0.07373271889400923,True,True,False,51,17,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
48SbgzxKW-E,769347,24823,4977,5034,False,False,False,41,0.07317073170731703,False,False,1,1198,0.03923205342237057,True,True,False,111,19,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
48cc5nvsZ_c,276125,5293,177,683,False,False,False,52,0.11538461538461542,False,False,4,1243,0.021721641190667773,False,False,True,92,26,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
48pP0WFjuOE,595820,18605,212,914,False,False,False,30,0.16666666666666663,False,False,0,1151,0.10251954821894005,True,True,False,130,35,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,True,True,False,True,False,False,True,False,False,True,False
48qcnpCWBq0,2286134,153706,1358,9905,False,False,False,41,0.19512195121951215,False,False,2,1195,0.1322175732217573,True,True,False,163,4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49wGna0UTB8,912215,29530,5810,2348,False,False,False,62,0.12903225806451613,False,False,7,654,0.08409785932721714,True,True,False,57,27,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
4AtOU0dDXv8,2036792,29446,14379,38936,False,False,False,56,0.1071428571428571,False,False,6,230,0.06521739130434778,False,False,False,19,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4B7vs7tPRpQ,92301,6796,42,492,False,False,False,14,0.0,False,False,0,2368,0.09586148648648651,True,True,False,244,22,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
4BiWtH0HywY,393366,1625,434,246,False,False,False,63,0.1428571428571429,False,False,4,354,0.07627118644067798,True,True,True,31,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4CGBSGEkbKA,1144298,6809,2086,2350,False,False,False,58,0.12068965517241381,False,False,4,142,0.06338028169014087,False,False,False,5,12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4Cc-U8uhXYk,419538,15745,436,2474,False,False,False,70,0.6571428571428571,False,False,2,404,0.22029702970297027,True,True,False,52,23,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4DQUrg0Yhu4,704426,23570,971,3960,False,False,False,77,0.18181818181818177,False,False,9,1420,0.08028169014084507,True,True,True,150,18,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4E0Fhct08QM,457181,15082,475,1002,False,False,False,36,0.16666666666666663,False,False,2,1443,0.10949410949410954,True,True,False,162,26,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4EIvK9XsFRo,94234,4721,201,451,False,False,False,68,0.16176470588235292,False,False,5,1030,0.04660194174757282,True,True,True,165,15,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4Ek6UCI0YQs,2452,2,0,0,True,False,False,54,0.14814814814814814,False,False,1,4,0.25,False,False,False,0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4FEcHK-c2VE,2228287,54340,1272,3712,False,False,False,52,0.1923076923076923,False,False,4,262,0.01908396946564883,True,True,False,23,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4FgV0yBZG6E,375897,8088,293,631,False,False,False,45,0.1333333333333333,False,False,3,1199,0.1009174311926605,True,True,False,142,34,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,True,True,False,True,False,False,True,False,False,True,False
4FkEYUPr2gg,448077,25703,905,3843,False,False,False,23,0.8260869565217391,False,False,0,1807,0.11842833425567234,True,True,True,146,21,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False
4FkzLs7cLes,51981,2460,34,383,False,False,False,90,0.15555555555555556,False,False,4,1504,0.0811170212765957,True,True,False,181,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
4GUxd-4TUTs,247049,2874,3174,7031,False,False,False,60,0.033333333333333326,False,False,4,237,0.04219409282700426,False,False,False,27,5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4GZBn4_SfQQ,514107,1953,17,96,False,False,False,37,0.027027027027026973,False,False,4,378,0.031746031746031744,False,False,False,25,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4HSul1NBFes,3831,0,0,0,True,True,False,35,0.17142857142857137,False,False,1,604,0.054635761589403975,True,True,False,49,28,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4HU6Z7anycw,6106813,292251,5483,17562,False,False,False,29,0.13793103448275867,False,False,2,243,0.03292181069958844,True,True,False,30,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4HX6R88QZB0,1255581,34039,5504,6320,False,False,False,32,0.09375,False,False,3,521,0.18234165067178498,True,True,False,86,9,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4IG0freUoog,185260,4958,236,381,False,False,False,43,0.2325581395348837,False,False,4,531,0.0847457627118644,True,True,False,49,27,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4IsdxwBMX1g,180919,5137,2646,1158,False,False,False,50,0.30000000000000004,False,False,5,330,0.09696969696969693,True,True,False,30,4,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4JGWxG-vE24,1099860,37836,2435,11470,False,False,False,86,0.15116279069767447,False,False,10,2063,0.09791565681047021,True,True,True,235,22,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
4KyWP5fWOEs,492953,20083,198,2646,False,False,False,32,0.15625,False,False,2,2625,0.10895238095238091,True,True,True,203,9,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
4L-BPQVZYXM,1543548,54190,1296,5941,False,False,False,34,0.17647058823529416,False,False,2,528,0.10606060606060608,True,True,True,71,22,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4L43VVORo5c,141287,6629,182,693,False,False,False,33,0.1515151515151515,False,False,3,915,0.05792349726775958,True,True,False,96,21,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4LlQwTgB5Rc,447916,5736,219,466,False,False,False,60,0.15000000000000002,False,False,7,1625,0.08369230769230773,True,True,False,201,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4MYaA4WEo1Y,98683,187,615,332,False,False,False,71,0.07042253521126762,False,False,4,893,0.0571108622620381,True,True,False,183,13,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
4Mayo-iUQDk,885363,412,52,103,False,False,False,47,0.19148936170212771,False,False,7,400,0.05500000000000005,True,True,False,49,11,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4NOIj0Munk0,8411,71,69,158,False,False,False,67,0.04477611940298509,False,False,6,242,0.06198347107438018,False,False,False,19,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4Qs8herYTqY,628330,36308,308,3001,False,False,False,73,0.28767123287671237,False,False,5,841,0.03210463733650415,True,True,True,292,7,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False
4RYZEOZqWGk,82052,1519,68,182,False,False,False,49,0.16326530612244894,False,False,7,1979,0.13693784739767556,True,True,False,196,24,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False
4SANXNco_y4,82048,3539,144,347,False,False,False,49,0.12244897959183676,False,False,6,2198,0.059144676979071886,True,True,False,156,29,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4ShwEAGIu-I,753119,5799,482,1297,False,False,False,97,0.1030927835051546,False,False,9,887,0.1465614430665163,True,True,False,130,24,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
4SvJgnhnUag,20545,550,2,82,False,False,False,25,0.19999999999999996,False,False,0,386,0.09067357512953367,True,True,False,55,5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4Syrtc5aRBY,231632,5471,232,1035,False,False,False,47,0.19148936170212771,False,False,3,764,0.09816753926701571,True,True,False,192,35,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4Uhe7pNqCFo,2297105,73435,1314,3728,False,False,False,36,0.13888888888888884,False,False,2,114,0.07017543859649122,False,False,False,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4V3Y8Sbz9HI,934728,25366,738,3772,False,False,False,42,0.7619047619047619,False,True,2,2073,0.1799324650265316,True,True,True,305,27,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4VDylTCCzOY,330457,2389,407,473,False,False,False,53,0.09433962264150941,False,False,5,233,0.1330472103004292,True,True,False,24,13,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
